Provider ID,City,Store name,Address,Latitude,Longitude,Manual_radius_km,Est_CPO_EUR
802681,Kyiv,"ФОРА Академіка Булаховського, 3А","Київ, Академіка Булаховського, 3А",50.46894,30.336154,1.8,2.02
892680,Kyiv,"ФОРА просп. Берестейський, 60","Київ, просп. Берестейський, 60",50.457272,30.43509,1.3,1.94
472665,Kyiv,"ФОРА вул. Полуботка, 9-Г","Київ, вул. Полуботка, 9-Г",50.456098,30.615109,1.3,1.94
442679,Kyiv,"ФОРА бульв. Гавела Вацлава, 4","Київ, бульв. Гавела Вацлава, 4",50.447361,30.426301,1.3,1.94
952670,Kyiv,"ФОРА вул. Зарічна, 6","Київ, вул. Зарічна, 6",50.395212,30.606318,2.1,2.06
322681,Kyiv,"ФОРА вул. Чавдар, 32","Київ, вул. Чавдар, 32",50.390303,30.625804,1.5,1.97
352675,Kyiv,"ФОРА вул. Чорновола, 27","Київ, вул. Чорновола, 27",50.453625,30.485098,1.4,1.95
502673,Kyiv,"ФОРА просп. Науки, 58В","Київ, просп. Науки, 58В",50.381294,30.532801,1.3,1.94
982687,Kyiv,"ФОРА вул. Донецька, 8А","Київ, вул. Донецька, 8А",50.426173,30.455145,1.4,1.95
592687,Kyiv,"ФОРА просп. Лісовий, 15","Київ, просп. Лісовий, 15",50.482246,30.627907,1.3,1.94
382679,Kyiv,"ФОРА вул. Сергія Колоса, 1Б","Київ, вул. Сергія Колоса, 1Б",50.391149,30.46158,1.9,2.03
412678,Kyiv,"ФОРА вул. Деміївська, 13","Київ, вул. Деміївська, 13",50.403982,30.513497,1.3,1.94
1042655,Kyiv,"ФОРА вул. Сверстюка, 6-А","Київ, вул. Сверстюка, 6-А",50.448348,30.5991,1.3,1.94
802682,Kyiv,"ФОРА вул. Максимовича, 3-д","Київ, вул. Максимовича, 3-д",50.390623,30.479605,1.3,1.94
832682,Kyiv,"ФОРА вул. Романа Мстиславича, 28А","Київ, вул. Романа Мстиславича, 28А",50.470127,30.610708,1.3,1.94
862681,Kyiv,"ФОРА вул. Каховська, 62-А","Київ, вул. Каховська, 62-А",50.46252,30.592626,1.3,1.94
502674,Kyiv,"ФОРА вул. Голосіївська, 18","Київ, вул. Голосіївська, 18",50.399147,30.515973,1.3,1.94
532674,Kyiv,"ФОРА вул. Жуля Верна, 13","Київ, вул. Жуля Верна, 13",50.435376,30.367417,1.3,1.94
472666,Kyiv,"ФОРА бульв. Русанівський, 12","Київ, бульв. Русанівський, 12",50.437925,30.596074,1.3,1.94
622700,Kyiv,"ФОРА вул. Максимовича, 26Б","Київ, вул. Максимовича, 26Б",50.392663,30.473773,1.3,1.94
382680,Kyiv,"ФОРА вул. Світличного, 4","Київ, вул. Світличного, 4",50.435796,30.455134,1.4,1.95
412679,Kyiv,"ФОРА Княгині Ольги, 67","Петропавлівська Борщагівка, Княгині Ольги, 67",50.425343,30.332367,1.8,2.02
952671,Kyiv,"ФОРА просп. Володимира Івасюка, 39В","Київ, просп. Володимира Івасюка, 39В",50.51565,30.503752,1.5,1.97
352676,Kyiv,"ФОРА просп. Оболонський, 51В","Київ, просп. Оболонський, 51В",50.524476,30.498955,1.5,1.97
262695,Kyiv,"ФОРА вул. Бальзака, 85","Київ, вул. Бальзака, 85",50.531137,30.607839,1.4,1.95
742691,Kyiv,"ФОРА вул. Парково-Сирецька, 1","Київ, вул. Парково-Сирецька, 1",50.469549,30.443493,1.6,1.98
1042656,Kyiv,"ФОРА вул. Ясна, 8","Київ, вул. Ясна, 8",50.407025,30.490125,1.3,1.94
592688,Kyiv,"ФОРА вул. Братства тарасівців, 3","Київ, вул. Братства тарасівців, 3",50.406341,30.656441,1.6,1.98
862682,Kyiv,"ФОРА просп. Шухевича Романа, 12","Київ, просп. Шухевича Романа, 12",50.494771,30.581839,1.5,1.97
952672,Kyiv,"ФОРА вул. Грушевського, 12","Чайки, вул. Грушевського, 12",50.438825,30.282369,2.1,2.06
562672,Kyiv,"ФОРА просп. Повітряних Сил, 44","Київ, просп. Повітряних Сил, 44",50.426411,30.460838,1.4,1.95
592689,Kyiv,"ФОРА вул. Біличанська, 1","Київ, вул. Біличанська, 1",50.458651,30.371274,2.1,2.06
1042657,Kyiv,"ФОРА Столичне шосе, 1","Київ, Столичне шосе, 1",50.393072,30.557824,1.3,1.94
712673,Kyiv,"ФОРА вул. Йорданська, 10","Київ, вул. Йорданська, 10",50.493361,30.510853,2.1,2.06
322682,Kyiv,"ФОРА вул. Князя Мономаха, 31","Київ, вул. Князя Мономаха, 31",50.469468,30.485904,1.5,1.97
502675,Kyiv,"ФОРА просп. Оболонський, 26","Київ, просп. Оболонський, 26",50.513282,30.499645,1.8,2.02
292687,Kyiv,"ФОРА вул. Олеся, 8/17","Київ, вул. Олеся, 8/17",50.503553,30.410744,1.9,2.03
772682,Kyiv,"ФОРА вул. Амосова, 67","Софіївська Борщагівка, вул. Амосова, 67",50.395956,30.389551,1.4,1.95
652686,Kyiv,"ФОРА вул. Брайчевського, 13","Київ, вул. Брайчевського, 13",50.449401,30.446593,1.3,1.94
382681,Kyiv,"ФОРА вул. Зодчих, 62","Київ, вул. Зодчих, 62",50.432177,30.362651,1.3,1.94
622701,Kyiv,"ФОРА просп. Миру, 4","Київ, просп. Миру, 4",50.443404,30.622747,1.3,1.94
592690,Kyiv,"ФОРА вул. Кибальчича, 23","Київ, вул. Кибальчича, 23",50.493487,30.604824,1.4,1.95
622702,Kyiv,"ФОРА просп. Воскресенський, 32","Київ, просп. Воскресенський, 32",50.482842,30.594295,1.4,1.95
502676,Kyiv,"ФОРА вул. Теліги, 31/1","Київ, вул. Теліги, 31/1",50.477433,30.449826,1.3,1.94
562673,Kyiv,"ФОРА вул. Преображенська, 7","Київ, вул. Преображенська, 7",50.425344,30.472381,1.4,1.95
802683,Kyiv,"ФОРА вул. Крушельницької, 1","Нове, вул. Крушельницької, 1",50.320939,30.312411,1.3,1.94
622703,Kyiv,"ФОРА вул. Воскресенська, 2В","Київ, вул. Воскресенська, 2В",50.466359,30.601405,1.3,1.94
952673,Kyiv,"ФОРА вул. Вишняківська, 17","Київ, вул. Вишняківська, 17",50.394378,30.643851,1.3,1.94
622704,Kyiv,"ФОРА вул. Маланюка, 101","Київ, вул. Маланюка, 101",50.460723,30.584292,1.3,1.94
592691,Kyiv,"ФОРА Столичне шосе, 1 П10","Київ, Столичне шосе, 1 П10",50.39319,30.557572,1.3,1.94
862683,Kyiv,"ФОРА вул. Житня, 12","Софіївська Борщагівка, вул. Житня, 12",50.401255,30.38323,1.4,1.95
712674,Kyiv,"ФОРА вул. Солов'яненка, 7","Київ, вул. Солов'яненка, 7",50.463388,30.618756,1.3,1.94
772683,Kyiv,"ФОРА вул. Чорних Запорожців, 21","Київ, вул. Чорних Запорожців, 21",50.480223,30.60539,1.3,1.94
892681,Kyiv,"ФОРА вул. Райдужна, 67","Київ, вул. Райдужна, 67",50.476332,30.590317,1.4,1.95
532675,Kyiv,"ФОРА вул. Світлицького, 23","Київ, вул. Світлицького, 23",50.511744,30.431383,1.3,1.94
382683,Kyiv,"ФОРА пров. Балтійський, 3А","Київ, пров. Балтійський, 3А",50.498676,30.466995,2.1,2.06
682672,Kyiv,"ФОРА вул. Княжий Затон, 2/30","Київ, вул. Княжий Затон, 2/30",50.404846,30.629522,1.7,2.00
322683,Kyiv,"ФОРА бульв. Приозерний, 6","Гатне, бульв. Приозерний, 6",50.359831,30.414303,2.3,2.10
952674,Kyiv,"ФОРА вул. Ново-Дарницька, 27","Київ, вул. Ново-Дарницька, 27",50.427922,30.662498,1.5,1.97
682673,Kyiv,"ФОРА бульв. Вірського, 37","Київ, бульв. Вірського, 37",50.468806,30.414278,1.4,1.95
352677,Kyiv,"ФОРА вул. Заболотного, 1-А","Київ, вул. Заболотного, 1-А",50.370245,30.461251,2.0,2.05
472667,Kyiv,"ФОРА вул. Тростянецька, 4/2","Київ, вул. Тростянецька, 4/2",50.414722,30.649094,1.9,2.03
292688,Kyiv,"ФОРА просп. Повітряних Сил, 56-Б","Київ, просп. Повітряних Сил, 56-Б",50.423289,30.455239,1.5,1.97
832683,Kyiv,"ФОРА бульв. Дарницький, 23","Київ, бульв. Дарницький, 23",50.463649,30.609801,1.3,1.94
382684,Kyiv,"ФОРА вул. Чибінєєвих Братів, 8-А","Київ, вул. Чибінєєвих Братів, 8-А",50.404018,30.673542,1.9,2.03
532676,Kyiv,"ФОРА вул. Трускавецька, 8","Київ, вул. Трускавецька, 8",50.402703,30.610517,2.1,2.06
502677,Kyiv,"ФОРА вул. Дмитрівська, 96-98","Київ, вул. Дмитрівська, 96-98",50.456201,30.487426,1.4,1.95
1012689,Kyiv,"ФОРА вул. Єфремова, 23","Київ, вул. Єфремова, 23",50.463587,30.342302,1.4,1.95
1012690,Kyiv,"ФОРА вул. Ревуцького, 52","Київ, вул. Ревуцького, 52",50.392853,30.652882,1.7,2.00
382685,Kyiv,"ФОРА вул. Гоголя, 50-Б","Боярка, вул. Гоголя, 50-Б",50.335727,30.283655,1.4,1.95
952675,Kyiv,"ФОРА вул. Чубинського, 8-А","Софіївська Борщагівка, вул. Чубинського, 8-А",50.401198,30.36395,1.4,1.95
412680,Kyiv,"ФОРА вул. Володимирська, 1","Крюківщина, вул. Володимирська, 1",50.365079,30.355971,1.4,1.95
742692,Kyiv,"ФОРА вул. Шевченка, 178-А","Тарасівка, вул. Шевченка, 178-А",50.343599,30.33722,2.6,2.14
862684,Kyiv,"ФОРА вул. Куліша, 15-А","Київ, вул. Куліша, 15-А",50.461021,30.591631,1.3,1.94
712675,Kyiv,"ФОРА вул. Крістерів, 16","Київ, вул. Крістерів, 16",50.500427,30.421012,1.5,1.97
952669,Kyiv,"ФОРА вул. Сагайдачного, 20А","Софіївська Борщагівка, вул. Сагайдачного, 20А",50.404432,30.335944,2.2,2.08
802684,Kyiv,"ФОРА вул. Тичини, 15 А","Київ, вул. Тичини, 15 А",50.431918,30.610421,1.5,1.97
412681,Kyiv,"ФОРА вул. Соборності, 53-А","Боярка, вул. Соборності, 53-А",50.331592,30.27507,1.3,1.94
892682,Kyiv,"ФОРА Голосіївський, 104","Київ, Голосіївський, 104",50.388863,30.495911,1.3,1.94
1042658,Kyiv,"ФОРА вул. Алматинська, 35А","Київ, вул. Алматинська, 35А",50.442927,30.658611,1.8,2.02
832684,Kyiv,"ФОРА вул. Шолуденка, 16","Київ, вул. Шолуденка, 16",50.454432,30.479125,1.6,1.98
292689,Kyiv,"ФОРА вул. Стальського, 23","Київ, вул. Стальського, 23",50.48252,30.590566,1.4,1.95
292690,Kyiv,"ФОРА просп. Навої Алішера, 76","Київ, просп. Навої Алішера, 76",50.473009,30.601271,1.3,1.94
982689,Kyiv,"ФОРА вул. Стальського, 23","Київ, вул. Стальського, 23",50.48252,30.590566,1.4,1.95
442682,Kyiv,"ФОРА вул. О.Левицького, 19","Київ, вул. О.Левицького, 19",50.4795264,30.6289909,1.3,1.94
592681,Irpin,"ФОРА вул. Яблунська, 203 Б","Буча, вул. Яблунська, 203 Б",50.54053,30.224546,2.8,2.43
502668,Irpin,"ФОРА вул. Рекунова, 1","Гостомель, вул. Рекунова, 1",50.565321,30.267923,3.4,2.53
622687,Irpin,"ФОРА вул. Св-Покровська, 73в","Гостомель, вул. Св-Покровська, 73в",50.571692,30.267488,3.1,2.48
712670,Irpin,"ФОРА вул. Склозаводська, 10 Б","Буча, вул. Склозаводська, 10 Б",50.533414,30.199077,1.4,2.21
562661,Irpin,"ФОРА вул. Центральна, 29","Ірпінь, вул. Центральна, 29",50.520351,30.246475,2.2,2.34
382671,Irpin,"ФОРА вул. Університетська, 2Ф/3","Ірпінь, вул. Університетська, 2Ф/3",50.505601,30.234309,2.3,2.35
322676,Irpin,"ФОРА вул. Ново-Оскольська, 2П","Ірпінь, вул. Ново-Оскольська, 2П",50.519553,30.210561,2.3,2.35
772680,Irpin,"ФОРА вул. Г. Сковороди, 11","Ірпінь, вул. Г. Сковороди, 11",50.519669,30.20226,2.5,2.38
1042653,Irpin,"ФОРА Гостомельське шосе, 1","Гостомель, Гостомельське шосе, 1",50.555318,30.274958,2.8,2.43
652678,Irpin,"ФОРА вул. Антонова, 6","Ірпінь, вул. Антонова, 6",50.520671,30.248919,2.1,2.32
472658,Irpin,"ФОРА вул. Гмирі, 7-Б","Буча, вул. Гмирі, 7-Б",50.540859,30.19152,2.8,2.43
622690,Irpin,"ФОРА вул. Котляревського, 56","Ірпінь, вул. Котляревського, 56",50.537363,30.256717,1.5,2.23
952665,Irpin,"ФОРА вул. Соборна, 160 Б","Ірпінь, вул. Соборна, 160 Б",50.536782,30.232834,1.4,2.21
982677,Brovary,"ФОРА вул. Броварської сотні, 12","Бровари, вул. Броварської сотні, 12",50.511072,30.833284,2.4,2.01
802675,Brovary,"ФОРА вул. Грушевського, 17","Бровари, вул. Грушевського, 17",50.506377,30.779622,1.9,1.93
742683,Brovary,"ФОРА вул. Шевченка, 10-В","Бровари, вул. Шевченка, 10-В",50.509405,30.76839,1.4,1.85
292679,Brovary,"ФОРА вул. Київська, 92","Бровари, вул. Київська, 92",50.495527,30.757473,1.9,1.93
622688,Brovary,"ФОРА вул. Оникієнка Олега, 20/2","Бровари, вул. Оникієнка Олега, 20/2",50.509448,30.820026,2.4,2.01
862676,Brovary,"ФОРА бульв. Незалежності, 7","Бровари, бульв. Незалежності, 7",50.515005,30.795966,1.4,1.85
322677,Brovary,"ФОРА вул. Київська, 4","Бровари, вул. Київська, 4",50.491274,30.74231,1.8,1.91
802676,Brovary,"ФОРА вул. Москаленка, 39","Бровари, вул. Москаленка, 39",50.504517,30.831982,1.8,1.91
292681,Brovary,"ФОРА вул. Чорновола, 6","Бровари, вул. Чорновола, 6",50.516511,30.780201,1.4,1.85
262689,Brovary,"ФОРА вул. Чубинського, 3","Бровари, вул. Чубинського, 3",50.525848,30.788954,2.5,2.02
982678,Brovary,"ФОРА вул. Соборна, 20","Бровари, вул. Соборна, 20",50.519518,30.783686,1.4,1.85
622689,Brovary,"ФОРА вул. Симоненка, 2-А","Бровари, вул. Симоненка, 2-А",50.50958,30.773271,1.4,1.85
982676,Boryspil,"ФОРА Київський шлях, 100","Бориспіль, Київський шлях, 100",50.346641,30.957306,3.1,1.88
292678,Boryspil,"ФОРА Київський шлях, 90","Бориспіль, Київський шлях, 90",50.347524,30.955814,3.3,1.91
952664,Boryspil,"ФОРА вул. Момота, 42/5","Бориспіль, вул. Момота, 42/5",50.352413,30.930908,1.4,1.61
502667,Boryspil,"ФОРА вул. Калмикова, 2","Бориспіль, вул. Калмикова, 2",50.376094,30.95981,3.1,1.88
892672,Boryspil,"ФОРА вул. Головатого, 30","Бориспіль, вул. Головатого, 30",50.362441,30.940391,2.9,1.85
832675,Boryspil,"ФОРА Київський шлях, 60","Бориспіль, Київський шлях, 60",50.352522,30.948933,1.9,1.69
892673,Boryspil,"ФОРА Київський шлях, 14Ж","Бориспіль, Київський шлях, 14Ж",50.357533,30.941079,2.2,1.74
532670,Bila Tserkva,"ФОРА Сквирське шосе, 260-А","Біла Церква, Сквирське шосе, 260-А",49.817743,30.06562,2.6,1.86
982675,Bila Tserkva,"ФОРА вул. Павліченко, 63","Біла Церква, вул. Павліченко, 63",49.788503,30.128535,3.0,1.93
682667,Bila Tserkva,"ФОРА бульв. Олександрійс, 58Г","Біла Церква, бульв. Олександрійс, 58Г",49.811508,30.091642,3.2,1.96
772679,Bila Tserkva,"ФОРА просп. Незалежності, 57","Біла Церква, просп. Незалежності, 57",49.785436,30.1598909,3.0,1.93
502666,Bila Tserkva,"ФОРА вул. Шевченка, 87","Біла Церква, вул. Шевченка, 87",49.786238,30.129448,3.1,1.94
892683,Rivne,"ФОРА Київська, 10","Рівне, Київська, 10",50.616112,26.275026,2.9,1.88
742693,Rivne,"ФОРА вул. Сагайдачного, 4А","Рівне, вул. Сагайдачного, 4А",50.62188,26.244993,2.9,1.88
832685,Rivne,"ФОРА вул. Соборна, 289-А","Рівне, вул. Соборна, 289-А",50.643832,26.1989,3.0,1.90
442680,Rivne,"ФОРА вул. Княгині Ольги, 1","Рівне, вул. Княгині Ольги, 1",50.616881,26.265859,3.1,1.91
352678,Rivne,"ФОРА вул. Теліги, 21-А","Рівне, вул. Теліги, 21-А",50.620945,26.219524,3.6,1.99
412682,Zhytomyr,"ФОРА вул. Лятошинського, 2","Житомир, вул. Лятошинського, 2",50.254736,28.665644,6.0,2.33
442681,Zhytomyr,"ФОРА вул. Кибальчича, 9","Житомир, вул. Кибальчича, 9",50.241803,28.706566,2.9,1.83
802685,Zhytomyr,"ФОРА вул. Сльоти, 60А","Житомир, вул. Сльоти, 60А",50.259399,28.699959,2.3,1.74
802686,Zhytomyr,"ФОРА вул. Київська, 106","Житомир, вул. Київська, 106",50.266255,28.689102,3.4,1.91
772684,Zhytomyr,"ФОРА вул. Чуднівська, 94","Житомир, вул. Чуднівська, 94",50.245542,28.641881,4.4,2.07
982690,Vinnytsia,"ФОРА Черновола Вячеслава, 29б","Вінниця, Черновола Вячеслава, 29б",49.243268,28.475425,4.7,2.21
952676,Vinnytsia,"ФОРА вул. 600-річчя, 17","Вінниця, вул. 600-річчя, 17",49.229774,28.426206,3.6,2.03
472668,Vinnytsia,"ФОРА просп. Коцюбинського, 2-А","Вінниця, просп. Коцюбинського, 2-А",49.239708,28.508201,3.3,1.99
742694,Vinnytsia,"ФОРА Л.Лук'яненка, 14-Д","Вінниця, Л.Лук'яненка, 14-Д",49.242379,28.526972,2.6,1.88
472657,Vyshhorod,"ФОРА Свято-Покровська, 222","Нові Петрівці, Свято-Покровська, 222",50.627781,30.442765,3.0,3.96
292680,Vyshhorod,"ФОРА вул. Ягідна, 5а","Вишгород, вул. Ягідна, 5а",50.596159,30.451334,2.7,3.91
862677,Vyshhorod,"ФОРА просп. Івана Мазепи, 2-А","Вишгород, просп. Івана Мазепи, 2-А",50.583679,30.487348,3.7,4.07
442674,Chernihiv,"ФОРА просп. Миру, 68","Чернігів, просп. Миру, 68",51.503003,31.281951,6.0,2.64
